0,1,2,3,4
10.139626,9.324988,5.6412,8.67429,7.934475
13.464155,9.982929,10.38992,10.419362,4.2849855
13.343534,11.722485,7.9746804,10.464227,7.91903
14.3882475,9.72724,8.889257,10.675884,7.387652
12.806077,10.745556,8.936751,11.087425,8.591901
12.70367,11.599656,8.6712675,8.727942,8.00897
11.2617445,11.032505,9.410328,10.298342,7.454057
14.41418,10.893231,7.808733,11.255067,7.132988
14.437316,9.223414,9.064165,11.204364,6.32525
12.45328,10.101409,9.152347,11.78857,9.508452
14.450186,9.221162,9.04189,11.243892,6.384813
14.646422,9.8927145,9.418483,10.964413,6.5820074
11.314905,10.342304,7.2203183,8.332859,7.824437
12.747809,12.312085,8.875273,10.049138,8.7670765
13.835601,10.097099,8.509149,11.058665,6.187464
12.370943,9.756067,7.946256,11.328627,8.459756
10.905544,9.7563505,6.398273,8.893611,8.032043
11.722098,10.607829,8.18632,9.085639,7.794652
12.0654125,10.529321,7.6207557,8.132065,8.02625
11.637593,10.646092,8.281919,9.141305,7.8137136
12.441447,9.789324,8.053487,11.296617,8.509634
12.351553,9.672129,7.969403,11.373757,8.633243
14.582277,10.447228,9.997808,11.164187,6.6766205
13.759117,10.935206,9.372479,11.002806,6.0069323
14.363154,9.727544,8.876215,10.685708,7.3901916
11.694999,10.616539,8.242319,9.145154,7.804408
11.599282,11.685661,9.138799,11.810954,7.046313
12.425787,10.033403,9.118226,11.836752,9.60408
11.0472355,9.8858595,6.616762,8.6273985,7.833965
14.436986,9.321113,9.01384,11.204085,6.3947005
13.014675,12.452771,8.783646,10.204089,8.955155
11.280782,11.045684,9.395974,10.292462,7.466182
11.791865,11.341796,8.9699,8.811481,7.6351275
14.244475,10.96945,7.653551,11.162913,7.3418155
13.506265,9.855475,8.986251,11.592032,5.6099415
12.431618,10.057902,9.141716,11.797036,9.625616
13.511551,10.84001,7.5279784,11.850561,5.488709
11.618155,9.7297325,7.307528,10.50836,8.590458
11.738578,11.402704,9.124397,8.707914,7.6143646
13.498223,10.302957,9.4736,10.25236,6.18916
12.938575,9.894551,8.075803,11.408173,7.462542
12.776736,12.062766,8.401794,9.979789,8.205264
11.865667,10.656859,8.288155,9.091293,7.6970024
12.804678,12.037673,8.427507,9.872817,8.213644
13.876658,9.73434,8.943282,10.935088,6.354027
10.713044,9.823546,6.242871,9.411015,7.48397
11.748944,11.35937,9.123924,8.679638,7.5747356
11.656342,10.624802,8.2553425,9.120613,7.8048515
13.113951,9.939149,7.6788063,11.7252865,7.5743933
12.679436,11.611051,8.702475,8.788423,7.985966
12.746411,11.614937,8.528607,8.919272,8.032392
14.509764,9.860189,8.9610405,10.640353,7.1285324
14.078964,10.939029,7.8560896,11.079654,7.584568
14.436762,9.976663,9.152624,10.678794,6.469219
12.007753,11.078834,9.743052,9.673878,8.974809
12.865209,11.364305,7.9139776,8.059167,9.17453
12.425509,10.086454,9.077014,11.705943,9.617703
12.426638,11.604133,8.683764,10.59695,8.036566
12.486497,10.044802,9.17735,11.847759,9.575158
14.50343,9.352357,9.044655,11.113014,6.455752
13.833065,10.6104355,7.8723993,11.603192,5.3583937
12.882279,9.921339,7.9377265,11.436353,7.478005
12.656454,9.792615,7.876296,11.439528,7.876165
11.722724,10.669916,8.202312,9.002163,7.9269133
12.307955,9.709998,7.866055,11.174472,8.9308815
14.187796,10.890961,7.6111317,11.28114,7.1292872
13.642176,10.239766,7.689618,11.752956,7.5236573
13.068716,11.476211,8.335435,9.814545,8.190687
12.837428,11.33972,7.853536,8.028388,9.19206
11.65933,11.257924,9.088552,8.552762,7.5111856
12.843969,10.865326,6.830318,12.3276,6.3852377
13.632501,10.789155,7.659936,11.72411,5.4734874
13.621848,9.630727,8.9646,10.946542,6.2646046
14.01743,11.0589075,7.6785016,11.102818,7.6118937
11.976634,11.19429,9.872612,9.751849,9.174186
12.860093,11.678623,8.450411,9.487597,7.407474
14.38282,10.631737,8.636846,10.355599,7.011976
12.940224,11.679188,8.256622,9.401925,8.446683
12.603497,11.58171,8.745208,8.818409,7.987145
12.384359,9.719095,7.916522,11.384183,8.430017
12.703417,11.634214,8.671594,8.843575,8.0140915
12.894345,12.314692,7.196397,10.865968,7.267025
13.279631,10.003098,7.502067,11.86651,7.518122
12.453597,10.408549,9.108624,11.631591,9.100412
11.766374,11.388872,9.085978,8.801654,7.642431
12.649382,11.210575,8.370196,10.049107,7.8898506
13.485338,9.910886,9.207589,10.467716,5.9639072
12.96068,10.1084175,8.315688,11.425364,7.996394
12.756245,11.9016905,8.452111,9.84734,8.367255
10.841151,9.706358,6.3380413,8.732833,8.044218
12.932792,11.445021,8.603655,10.648578,7.7447233
12.86903,11.663657,8.466305,9.491889,7.347841
14.14903,9.750307,9.052417,10.913341,6.3352985
13.974098,10.775193,8.489483,10.257376,7.57365
12.449561,10.042034,9.104802,11.787177,9.573488
14.171505,11.1027565,7.5926533,11.106788,7.412772
10.741813,9.848998,6.2576704,9.441408,7.412099
12.160308,9.332698,7.329169,10.856986,9.797227
13.222185,10.420998,9.246201,11.5313,6.000501
12.413262,10.082029,7.8822107,11.135756,8.467146
12.463563,9.891131,7.797539,11.260504,8.171591
13.159118,11.135261,8.33942,9.994268,8.388252
11.997025,9.71074,7.6615224,10.918915,8.748472
14.15307,10.919289,8.186728,10.532804,6.959037
12.092428,11.527816,9.095255,9.130476,7.810441
14.2686,10.959787,7.9469514,10.655964,7.320621
11.68069,11.624442,9.124139,11.748053,7.095285
12.723313,11.110218,6.797479,12.455176,6.155101
14.436904,9.644093,8.895271,10.708452,7.5060096
11.970184,11.188986,9.886003,9.755906,9.176478
13.608677,10.499769,8.724684,11.117432,7.557211
13.534397,10.6017685,8.995047,10.904417,7.2754555
13.127894,10.854111,9.20685,9.475989,7.174479
12.354948,9.664721,7.949297,11.494576,8.467328
13.676659,10.212478,9.029227,10.769681,7.6396346
12.313582,9.714842,7.915273,11.18868,8.989289
11.532633,9.825841,7.115974,10.187609,8.43708
12.889576,11.415936,7.9635134,8.397855,8.864618
10.693421,9.727221,6.235395,8.582682,7.884257
13.369269,9.629105,9.136908,10.513903,5.5360203
11.23449,10.933658,9.26553,10.187817,7.587642
12.484133,10.06693,9.092188,11.696628,9.584777
12.43296,9.979121,9.094689,11.886066,9.630862
12.899389,12.058979,7.857011,10.464634,7.8543224
12.500093,11.229681,7.192585,12.617755,5.83947
12.902971,12.165416,7.3715262,10.839891,7.2997565
12.782451,11.067106,6.874455,12.324125,6.2770696
12.816558,10.9084215,6.7926908,12.366836,6.3446426
13.754799,11.021749,8.0396385,11.686465,4.7343984
13.572154,10.82543,7.562475,11.809944,5.470179
14.8322115,10.758877,9.332311,11.57649,7.073656
12.52593,10.218579,8.97073,11.563237,9.125741
13.517423,10.184898,9.750378,9.6109295,6.1846747
12.565742,11.849449,8.621781,9.631994,8.407595
14.31652,10.929188,7.9686313,10.646718,7.2933974
13.65935,10.198908,9.650487,10.253352,6.7476068
13.003075,12.465238,8.803976,10.202496,8.962234
13.795045,9.584985,8.763967,10.94342,6.319203
13.034092,11.509632,8.048447,9.641515,8.109004
14.17221,11.042029,7.854564,11.1383705,7.4884825
12.269064,9.6609955,7.810154,11.148754,9.028978
14.261175,11.115617,7.6402965,10.912316,7.1933703
13.242986,12.347549,7.466091,10.457398,7.870791
13.418629,9.706479,9.089426,10.520457,5.538151
13.560372,10.347882,9.725708,9.916623,6.8945756
11.559814,9.877349,7.1115828,10.1111355,8.409733
14.668732,10.210809,8.891159,10.564469,6.7615547
12.165144,9.483683,7.928201,11.622004,8.746194
13.000943,12.472034,8.813809,10.205717,8.97464
13.873998,9.658929,8.956227,10.883726,6.289304
14.145341,10.883481,7.6777406,11.237502,7.3857837
14.026387,11.036117,7.684,11.020467,7.510026
12.866323,12.428172,8.931948,10.223467,8.872352
12.405178,10.085193,7.9129057,11.107264,8.474192
14.220282,10.749569,7.805354,11.185891,6.671402
13.744152,10.599809,7.7287374,11.434853,7.061779
12.457072,10.415849,9.106685,11.6271305,9.095598
12.604497,9.835733,7.9447494,11.420763,8.044722
12.697446,12.304597,8.709447,9.972607,8.645113
13.460196,9.951882,10.254711,10.519424,4.3534784
13.398571,10.541178,9.563092,9.818835,7.0400147
12.131119,11.775133,8.812118,9.450051,8.109394
12.9650955,10.965693,9.199081,9.360333,7.291848
12.832424,10.992541,9.168742,9.220809,7.3285093
13.66743,10.186781,9.02924,10.711656,7.6611586
13.786485,10.244642,9.778309,10.145542,6.706547
12.846064,12.2434435,8.570125,9.993062,8.520084
12.748344,11.113115,7.767441,8.509515,8.608661
14.413506,9.79783,8.866705,10.683181,7.303781
11.60697,9.878727,7.160535,10.2009535,8.410595
13.675729,11.195453,7.7859383,10.7658415,7.80011
12.486858,10.170577,9.198714,11.781815,9.413627
12.993502,12.4655485,8.811639,10.199947,8.960914
12.748103,11.057213,6.770754,12.434047,6.212399
13.0995655,11.155701,7.3518653,11.400246,6.3807425
14.097608,11.057078,7.561862,11.138691,7.480792
14.001236,10.967738,9.3391075,10.867208,5.8951797
14.05264,9.785967,9.172181,10.83374,6.199231
13.482866,10.005862,10.472437,10.352828,4.253001
13.177161,10.19022,10.776812,10.116049,4.9938765
13.530442,10.177135,9.570282,10.570612,6.053439
12.572444,9.964246,8.016538,11.303515,8.204141
13.036268,11.360819,7.6241245,8.388413,8.936385
12.093367,9.471981,7.532938,10.840297,9.827236
12.80121,11.275601,7.775903,8.100332,9.005814
12.922212,10.7597885,9.181874,11.336349,6.977586
11.827512,10.634404,7.452646,8.553512,8.067234
13.003133,10.935056,8.934693,11.423894,7.1000338
12.411322,10.075286,9.049582,11.704813,9.639627
10.262858,13.459618,9.148635,8.168831,8.176538
12.905147,11.774084,8.292347,9.727506,8.267321
12.609137,11.111259,7.629913,8.16948,8.675651
12.576693,12.851813,9.256773,10.150758,9.061201
12.892076,11.355877,7.875442,8.128027,9.071061
13.600827,10.8080635,7.6182294,11.786928,5.3992634
12.876237,11.361429,7.822127,7.9652233,9.165294
12.731606,11.172278,7.637006,8.138926,8.846721
10.852373,9.761188,6.443762,8.68293,7.943446
13.692642,10.7675705,9.339764,10.90712,5.970669
12.469779,11.556511,8.140343,9.823529,7.9496737
12.825619,11.408572,7.852958,8.1715355,8.982788
14.1243305,11.012381,7.4511023,11.290363,7.447515
13.336062,11.02371,7.4445086,11.920731,5.5085382
13.935847,10.583368,8.089528,11.37317,5.347949
12.9061775,12.279577,7.2115865,10.873487,7.257641
13.25825,12.340943,7.4531302,10.445935,7.8735285
12.875821,11.496541,7.932529,9.43005,8.253085
13.924469,10.40857,8.494441,11.066591,5.8551517
12.865608,11.365869,7.866573,7.9977145,9.199391
12.432505,10.123476,9.118351,11.752762,9.509641
11.849732,10.6943655,7.4261255,8.672495,8.089316
13.49405,10.279195,9.531911,9.794561,6.483518
13.493502,9.83636,9.257387,10.395426,5.729057
14.027077,10.629321,8.574254,10.534352,6.3362985
13.461114,10.315719,9.507761,9.7673435,6.5182533
13.812171,9.580014,8.844551,10.977075,6.4368095
13.459079,9.649013,9.140669,10.63589,5.7604647
12.964308,11.319807,7.9404607,8.058428,9.104874
13.829271,10.6165905,7.8973603,11.58799,5.351059
12.672668,11.941678,8.576745,10.470842,7.805527
12.539851,11.055749,7.55594,7.9675703,8.872732
12.888614,11.454068,8.038122,8.468521,8.763986
13.203205,12.052801,7.7153764,10.492072,7.8502407
12.613274,12.257832,8.545285,9.735621,8.428336
12.224465,9.500329,7.405892,10.801319,9.794637
12.868822,11.359721,7.8480473,8.050035,9.115156
12.838585,11.378786,7.8893957,8.207905,8.962858
10.387558,9.519917,5.973766,9.2041445,7.9459896
12.769868,11.056404,6.8053546,12.487184,6.1966004
12.883109,12.2402115,7.474975,10.674694,7.5364394
13.659711,11.440274,7.93698,10.551442,7.770462
12.989131,10.4117,9.94329,10.118006,7.108186
12.849739,11.409062,7.9327493,8.196113,9.110866
12.622274,12.279601,8.533305,9.738877,8.431014
12.586279,12.843775,9.249502,10.148406,9.064291
13.777485,9.572766,8.856856,10.902766,6.3076777
14.738185,10.130012,9.00521,10.723736,6.584232
13.906683,9.659335,9.016828,10.863448,6.264097
12.024504,9.468689,7.654092,11.0359745,9.44368
12.861165,11.517806,8.629831,8.877221,7.9270854
13.784149,9.547212,8.835008,10.913188,6.287951
14.708642,10.015102,9.494074,10.696702,6.4789896
12.01,9.353122,7.5996833,11.029275,9.910818
13.525535,10.581225,9.405067,10.978263,6.7383847
14.75374,10.423794,9.34402,11.196318,6.554137
11.981962,9.381191,7.654567,11.070321,9.535801
12.958847,9.846008,8.939008,11.258967,7.4495053
14.654692,10.1003475,9.48294,10.8111725,6.4636183
12.884439,10.044326,8.433118,11.126243,7.0727167
14.644448,10.379125,8.646406,10.57581,6.811453
13.49025,10.025109,10.484177,10.336486,4.2702875
13.445477,9.644057,9.145775,10.625688,5.740646
13.953312,11.286722,9.209747,10.9238,6.562169
13.168369,11.208329,7.4033256,11.512174,6.4076686
13.017594,10.606187,9.1602125,11.120563,7.110346
11.307901,11.042238,9.404806,10.326243,7.448897
14.055244,10.72052,8.495606,10.306418,7.4779673
14.344772,9.994867,9.426807,10.718236,6.6961436
11.747076,11.381723,9.114101,8.691873,7.596372
12.104613,9.725325,7.7606826,11.033356,8.70572
14.369941,9.767579,8.947133,10.664051,7.290645
12.379109,9.753843,7.950931,11.310565,8.512312
